Time,Accel Lat-FT,Accel Long-FT,Accel Vert-FT,Aileron-L FCC1,Aileron-R FCC1,Airspeed Cal-ADS1,Altitude DPGS,Altitude Radio-1 ASCB,AOA Norm-FCC1,AOA Norm-FCC2,AOA-ADS1,AOA-ADS2,AOA-ADS3 ASCB,AOA-ADS4 ASCB,AOS-ADS1,AOS-ADS2,AOS-ADS3 ASCB,AOS-ADS4 ASCB,Ctrl Col Force-L,Ctrl Col Force-R,Ctrl Col Pos-L FCC1,Ctrl Col Pos-R FCC1,Ctrl Whl Force-L FCC1,Ctrl Whl Force-R FCC1,Ctrl Whl Pos-L FCC1,Ctrl Whl Pos-R FCC1,Elevator-L FCC1,Elevator-R FCC1,Eng1 EPR-LA,Eng1 Fuel Flow-LA,Eng1 N1-LA,Eng1 N2-LA,Eng1 Thrust Gross-LA,Eng1 Thrust Net-LA,Eng1 TRA-LA,Eng2 EPR-RA,Eng2 Fuel Flow-RA,Eng2 N1-RA,Eng2 N2-RA,Eng2 Thrust Gross-RA,Eng2 Thrust Net-RA,Eng2 TRA-RA,Flap FCC2,Gear WOW-L LGCU1,Gear WOW-N LGCU1,Gear WOW-R LGCU1,Heading Mag-IRS1,Heading Mag-IRS3 ASCB,Pitch Rate-IRS1,Pitch-IRS1,Pitch-IRS2,Roll Rate-IRS1,Roll-IRS1,Roll-IRS3 ASCB,Rudder Ped Force-L FCC1,Rudder Ped Force-R FCC1,Rudder Ped Pos-FCC1,Rudder Ped Pos-FCC2,Rudder-FCC1,Spoiler-LIB FCC1,Spoiler-LMB FCC1,Spoiler-LOB FCC1,Spoiler-RIB FCC1,Spoiler-RMB FCC1,Spoiler-ROB FCC1,Stab-HSCU1,Yaw Rate Body-IRS1
(UTC),(g),(g),(g),(deg),(deg),(kt),(ft),(ft),(),(),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(lbf),(lbf),(deg),(deg),(lbf),(lbf),(deg),(deg),(deg),(deg),(),(pph),(%RPM),(%RPM),(lbf),(lbf),(deg),(),(pph),(%RPM),(%RPM),(lbf),(lbf),(deg),(deg),(),(),(),(deg),(deg),(deg/sec),(deg),(deg),(deg/sec),(deg),(deg),(lbf),(lbf),(in),(in),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg/sec)
,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,"%N(0:0=""*"",1:1=""Gear Compressed"")","%N(0:0=""*"",1:1=""Gear Compressed"")","%N(0:0=""*"",1:1=""Gear Compressed"")",NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER
48803.1,-0.03,0.333,1.058,2.4,-4.28,125.28,3694.5,24.8,0.72,0.72,8.46,9.04,8.54,8.66,5,5,5.24,5.06,14.94,6.28,1.9,1.83,4.32,0.32,12.55,12.56,-5.84,-5.7,1.59,5771.5,92.32,93.17,15717.01,12559.31,38.67,1.17,1981.5,66.05,85.45,7336.29,5107.93,38.5,20,0,0,0,32.86,32.82,0.77,10.04,10,-0.74,-5.99,-6.05,-47.2,0.43,-2.2,-2.19,16.7,0.03,0.02,0.04,0,10.43,10.35,-6.21,0.7
48803.2,-0.028,0.338,1.065,2.11,-3.76,125.78,3695.64,25.8,0.72,0.72,8.41,8.99,8.24,8.53,4.81,4.66,4.93,4.96,13.49,6.38,1.61,1.57,4.05,0.35,11.2,11.19,-5.52,-5.34,1.58,5749.5,92.24,93.13,15676.86,12498.42,38.67,1.19,1981.5,68.02,86.09,7656.01,5363.31,38.5,20,0,0,0,32.9,32.89,0.85,10.12,10.08,-0.71,-6.07,-6.12,-43.09,0.67,-1.97,-2.06,15.64,0.04,0.02,0.02,0.03,9.32,9.32,-6.21,0.73
48803.3,-0.029,0.347,1.086,1.98,-3.58,126.22,3696.02,26.2,0.72,0.72,8.35,8.88,8.23,8.48,4.5,4.39,4.75,4.56,11.32,6.09,1.48,1.42,3.53,0.48,10.54,10.57,-5.25,-5.08,1.58,5749.5,92.18,93.1,15674.86,12495.5,38.67,1.2,2180.5,70.52,86.75,8247.89,5860.92,38.5,20,0,0,0,32.98,32.94,0.8,10.21,10.17,-0.61,-6.14,-6.19,-38.79,-0.31,-1.85,-1.82,14.88,0.02,0.02,0.03,0.02,8.9,8.88,-6.21,0.79
48803.4,-0.03,0.354,1.084,1.77,-3.22,126.5,3697.23,27,0.72,0.72,8.43,8.93,8.39,8.6,4.25,4.16,4.47,4.41,8.45,6.59,1.19,1.14,3.9,0.43,10.11,10.1,-4.67,-4.53,1.58,5727.5,92.16,93.1,15694.5,12500.99,38.67,1.22,2180.5,72.5,87.38,8716.73,6267.91,38.5,20,0,0,0,33.04,33.02,0.78,10.29,10.26,-0.75,-6.21,-6.26,-37.16,-0.46,-1.69,-1.67,13.16,0.03,0.02,0.03,0,8.23,8.23,-6.21,0.85
48803.5,-0.029,0.36,1.096,1.71,-3.12,126.7,3697.65,27.6,0.72,0.72,8.28,8.84,8.33,8.58,3.77,3.72,3.95,4.02,7.41,6.38,0.9,0.84,4.19,0.48,10.15,10.13,-4.15,-3.97,1.58,5727.5,92.18,93.12,15681.36,12497.58,38.67,1.24,2379,73.93,87.99,9212.54,6710.52,38.5,20,0,0,0,33.14,33.08,0.58,10.36,10.33,-0.95,-6.3,-6.34,-34.34,0.83,-1.44,-1.56,11.51,0.03,0.02,0.02,0.03,8.09,8.1,-6.21,0.89
48803.6,-0.029,0.368,1.098,1.7,-3.12,126.96,3698.5,28.6,0.72,0.71,8.3,8.85,8.23,8.5,3.35,3.43,3.75,3.54,5.71,5.68,0.79,0.74,4.58,0.35,10.23,10.27,-3.87,-3.67,1.58,5705.5,92.23,93.14,15697.05,12499.84,38.67,1.26,2379,75.75,88.55,9633.54,7071.76,38.5,20,0,0,0,33.2,33.18,0.46,10.41,10.38,-1.1,-6.4,-6.44,-30.18,-0.66,-1.33,-1.31,10.17,0.02,0.03,0.04,0.02,8.11,8.1,-6.21,0.97
48803.7,-0.031,0.375,1.105,1.71,-3.16,127.3,3699.91,29.4,0.71,0.71,8.28,8.8,8.17,8.39,3.05,2.98,3.33,3.25,4.64,6.05,0.7,0.65,4.42,0.35,10.22,10.21,-3.52,-3.37,1.59,5705.5,92.24,93.2,15701.21,12491.2,38.67,1.28,2680.5,77.84,89.09,10135.37,7505.96,38.5,20,0,0,0,33.32,33.25,0.23,10.44,10.41,-0.99,-6.49,-6.53,-26.66,-0.12,-1.14,-1.12,8.07,0.03,0.02,0.03,0.04,8.2,8.2,-6.21,1.1
48803.8,-0.03,0.379,1.096,1.73,-3.16,127.65,3700.41,31,0.7,0.7,8.29,8.71,8.14,8.3,2.84,2.79,3.04,2.89,4.04,6.09,0.53,0.49,4,0.24,9.68,9.7,-3.31,-3.19,1.59,5683.5,92.28,93.23,15796.4,12571.42,38.67,1.31,2680.5,79.43,89.63,10700.65,7991.04,38.5,20,0,0,0,33.4,33.37,0.06,10.45,10.42,-0.63,-6.56,-6.6,-24.44,-0.36,-0.92,-1.01,5.96,0.03,0.03,0.02,0.03,8.17,8.19,-6.21,1.26
48803.9,-0.03,0.387,1.089,1.67,-3.06,128.03,3701.92,32,0.7,0.7,8.09,8.66,8.1,8.25,2.52,2.43,2.77,2.68,2.34,6.02,0.45,0.41,2.54,0.53,8.48,8.44,-3.15,-3,1.59,5683.5,92.34,93.27,15773.24,12538.3,38.67,1.33,2982,80.75,90.26,11234.56,8454.84,38.5,20,0,0,0,33.55,33.46,-0.16,10.44,10.42,-0.04,-6.58,-6.64,-20.67,-0.66,-0.82,-0.81,4.86,0.03,0.02,0.03,0.02,7.98,7.93,-6.21,1.42
48804,-0.026,0.391,1.089,1.27,-2.31,128.41,3702.43,32.8,0.69,0.69,8.02,8.53,7.95,8.18,2.23,2.26,2.56,2.39,3.48,5.27,0.4,0.34,1.47,0.53,5.61,5.64,-2.86,-2.72,1.59,5685,92.45,93.31,15836.86,12588.09,38.67,1.36,2982,82.56,90.95,11810.38,8961.74,38.5,20,0,0,0,33.67,33.62,-0.37,10.41,10.39,0.31,-6.57,-6.64,-20.08,-0.76,-0.74,-0.74,3.44,0.03,0.02,0.03,0.03,6.36,6.3,-6.21,1.57
48804.1,-0.023,0.398,1.079,0.62,-1.14,128.87,3703.51,33.4,0.68,0.68,7.77,8.34,7.78,8.06,1.93,2.04,2.25,2.09,5.05,4.04,0.58,0.53,-1.88,0.74,0.27,0.4,-2.86,-2.62,1.59,5685,92.53,93.33,15800.75,12540.49,38.67,1.39,3354,84.87,91.67,12345.94,9432.11,38.5,20,0,0,0,33.86,33.75,-0.48,10.37,10.34,0.37,-6.54,-6.61,-21.91,-0.61,-0.88,-0.79,3.93,0.03,0.03,0.02,0.03,3.65,3.47,-6.21,1.67
48804.2,-0.015,0.401,1.084,0.09,-0.22,129.39,3705.19,34.8,0.67,0.67,7.72,8.22,7.66,7.89,1.7,1.67,1.99,1.91,8.95,4.45,0.84,0.79,-2.99,0.22,-1.6,-1.34,-3.1,-2.72,1.59,5687,92.53,93.34,15829.76,12556.4,38.67,1.42,3354,86.7,92.39,13160.83,10147.07,38.5,20,0,0,0,34,33.95,-0.71,10.31,10.29,0.41,-6.51,-6.58,-27.11,-0.22,-1,-1.01,5.2,0.03,0.02,0.02,0.03,1.87,1.69,-6.21,1.7
48804.3,-0.003,0.402,1.061,-0.69,0.44,129.83,3705.76,35.2,0.66,0.65,7.58,8.08,7.53,7.75,1.42,1.45,1.77,1.62,8.3,6.59,1.16,1.1,-2.39,0.32,-2.36,-2,-4.04,-3.66,1.59,5687,92.6,93.36,15898.6,12607.72,38.67,1.45,3726,87.88,92.99,13890.35,10798.12,38.5,20,0,0,0,34.22,34.09,-0.71,10.24,10.22,-0.19,-6.51,-6.58,-26.47,-0.61,-1.05,-1.05,7.18,0.03,1.91,1.93,0.03,0.03,0.04,-6.21,1.58
48804.4,0.013,0.402,1.044,-0.81,0.48,130.14,3707.58,35,0.64,0.65,7.21,7.82,7.32,7.59,1.04,1.19,1.47,1.36,6.78,6.72,0.89,0.85,-1.48,0.27,-1.59,-1.3,-4.13,-3.94,1.59,5700,92.6,93.36,15883.84,12585.23,38.67,1.48,3726,89.23,93.38,14389.31,11237.45,38.5,20,0,0,0,34.35,34.3,-0.63,10.17,10.15,-0.5,-6.56,-6.62,-26.32,-0.71,-1.03,-1.04,7.28,0.03,1.98,2.01,0.02,0.02,0.03,-6.21,1.33
48804.5,0.012,0.403,1.044,-0.69,0.38,130.48,3708.2,34.6,0.63,0.63,7.11,7.59,7.1,7.32,0.88,0.88,1.2,1.06,4.83,6.5,0.76,0.72,0.14,0.06,-0.67,-0.48,-3.84,-3.67,1.59,5700,92.6,93.36,15904.09,12600.78,38.67,1.51,4186.5,90.54,93.59,14921.28,11711.7,38.5,20,0,0,0,34.53,34.43,-0.55,10.12,10.09,-0.77,-6.63,-6.69,-25.38,-0.66,-1.01,-1.01,7.19,0.03,1.58,1.54,0.04,0.03,0.04,-6.21,1.1
48804.6,0.006,0.403,1.047,-0.15,0.02,130.97,3709.46,35,0.62,0.62,6.87,7.52,6.87,7.16,0.62,0.65,0.95,0.79,0.83,6.75,0.39,0.34,2.96,-0.23,2.36,2.41,-3.36,-3.16,1.59,5724.5,92.55,93.33,15902.69,12576.44,38.67,1.53,4186.5,91.06,93.66,15364.89,12096.28,38.5,20,0,0,0,34.64,34.6,-0.5,10.07,10.04,-0.73,-6.71,-6.76,-23.05,-0.41,-0.92,-0.91,6.81,0.03,0.06,0.1,0.03,0.25,0.41,-6.21,0.93
48804.7,0.005,0.399,1.049,0.51,-1.12,131.49,3711.42,35.4,0.62,0.62,6.92,7.35,6.73,7.05,0.52,0.48,0.74,0.6,-1.03,5.34,0.1,0.06,4.13,-0.05,6.03,6.07,-2.49,-2.37,1.59,5724.5,92.52,93.3,15887.24,12551.56,38.67,1.55,4646.5,91.59,93.63,15615,12309.73,38.5,20,0,0,0,34.77,34.7,-0.53,10.02,10,-0.22,-6.73,-6.81,-21.07,-0.81,-0.76,-0.83,5.39,0.02,0.03,0.04,0.02,3.74,3.82,-6.21,0.79
48804.8,0.006,0.398,1.042,0.83,-1.7,132.06,3712.08,36,0.61,0.61,6.79,7.3,6.69,6.97,0.36,0.42,0.59,0.44,2.31,4.92,0.19,0.14,5.31,0.09,7.58,7.61,-2.3,-2.15,1.59,5735.5,92.48,93.27,15854.97,12506.96,38.67,1.56,4646.5,91.72,93.52,15746.27,12406.22,38.5,20,0,0,0,34.84,34.82,-0.6,9.96,9.94,0.62,-6.69,-6.79,-19.09,-1.2,-0.72,-0.72,4.55,0.03,0.02,0.02,0.03,5.32,5.39,-6.21,0.69
48804.9,0.002,0.394,1.026,1.29,-2.43,132.63,3714.1,36.4,0.61,0.6,6.52,7.12,6.51,6.84,0.2,0.13,0.53,0.24,4.55,5.24,0.44,0.41,3.41,0.22,7.56,7.53,-2.59,-2.26,1.59,5735.5,92.43,93.23,15851.33,12488.49,38.67,1.57,5161.5,91.79,93.38,15740.52,12379.69,38.5,20,0,0,0,34.94,34.89,-0.65,9.9,9.88,1.74,-6.55,-6.67,-19.48,-0.95,-0.71,-0.71,3.97,0.02,0.03,0.03,0.02,6.61,6.59,-6.21,0.61
48805,0,0.391,1.014,1.12,-2.02,133.1,3714.77,36.8,0.6,0.6,6.52,6.99,6.38,6.71,0.11,-0.02,0.31,0.15,5.34,5.02,0.57,0.52,1.81,0.3,3.99,4.01,-3,-2.74,1.59,5746.5,92.37,93.2,15832.94,12467.38,38.67,1.57,5161.5,91.8,93.27,15716.9,12355.54,38.5,20,0,0,0,35,34.98,-0.52,9.84,9.81,2.68,-6.3,-6.45,-19.98,-1.01,-0.71,-0.71,4,0.02,0.02,0.06,0.02,5.43,5.32,-6.21,0.61
48805.1,0.003,0.387,1.014,0.76,-1.38,133.38,3716.16,40,0.59,0.59,6.44,6.92,6.3,6.58,0.14,0.04,0.21,0.06,3.26,6.31,0.54,0.5,-0.41,0.27,1.88,1.94,-3.09,-2.88,1.59,5746.5,92.34,93.19,15791.33,12425.67,38.67,1.57,5676,91.77,93.2,15724.64,12362.45,38.5,20,0,0,0,35.08,35.04,-0.4,9.8,9.77,3.24,-5.99,-6.16,-20.28,-0.52,-0.72,-0.71,4.19,0.03,0.03,0.04,0.02,3.89,3.72,-6.21,0.53
48805.2,0.014,0.384,1.016,0.06,-0.18,133.77,3717.57,44,0.59,0.59,6.31,6.85,6.21,6.54,-0.07,-0.13,0.21,0.02,0.48,6.5,0.3,0.27,-1.35,-0.07,-0.33,-0.21,-2.99,-2.87,1.59,5757.5,92.3,93.17,15826.15,12424.9,38.67,1.57,5676,91.71,93.16,15706.4,12322.86,38.5,20,0,0,0,35.13,35.12,-0.33,9.76,9.73,3.16,-5.66,-5.84,-19.24,-0.46,-0.7,-0.7,4.59,0.02,0.03,0.04,0.02,0.57,0.5,-6.21,0.34
48805.3,0.02,0.381,1.023,-0.22,0.15,134.38,3718.98,47.2,0.59,0.59,6.25,6.69,5.97,6.45,-0.2,-0.24,-0.07,-0.12,-1.53,5.55,0.07,0.04,-1.01,0.3,0.32,0.4,-2.46,-2.29,1.58,5757.5,92.27,93.17,15788.91,12380.05,38.67,1.57,5844.5,91.68,93.16,15679.42,12272.14,38.5,20,0,0,0,35.18,35.16,-0.25,9.74,9.71,2.7,-5.38,-5.55,-18.99,-0.76,-0.67,-0.68,4.57,0.02,0.24,0.25,0.02,0.04,0.02,-6.21,0.11
48805.4,0.017,0.382,1.026,-0.16,0.04,134.79,3721.14,49.6,0.58,0.58,6.21,6.68,5.84,6.31,-0.24,-0.4,-0.15,-0.26,-3.39,5.37,0.06,0.03,1.5,0.22,1.09,1.18,-2.26,-2.13,1.58,5743.5,92.25,93.17,15774.33,12379.42,38.67,1.57,5844.5,91.66,93.2,15660.28,12276.28,38.5,20,0,0,0,35.2,35.2,-0.3,9.71,9.68,2.31,-5.15,-5.29,-18.74,-0.91,-0.67,-0.66,4.42,0.03,0.04,0.06,0.02,0.03,0.18,-6.21,-0.14
48805.5,0.012,0.38,1.019,0.18,-0.54,134.96,3721.88,52.2,0.58,0.58,6.09,6.54,5.81,6.32,-0.26,-0.42,-0.13,-0.21,-4.37,5.34,-0.01,-0.05,3.56,-0.05,3.55,3.6,-2.18,-2.01,1.58,5743.5,92.26,93.2,15824.97,12406.65,38.67,1.57,6013.5,91.74,93.23,15675.19,12268.5,38.5,20,0,0,0,35.2,35.21,-0.29,9.68,9.65,1.92,-4.94,-5.08,-18,-0.81,-0.64,-0.63,4.22,0.02,0.03,0.06,0.02,1.76,1.77,-6.21,-0.34
48805.6,0.01,0.38,1.021,0.64,-1.33,135.38,3724.1,54,0.57,0.58,6.01,6.42,5.76,6.22,-0.29,-0.39,-0.19,-0.29,-2.92,4.95,0.05,0.01,4.05,-0.07,6.29,6.35,-2.05,-1.87,1.58,5722,92.29,93.23,15831.17,12392.81,38.67,1.57,6013.5,91.83,93.32,15726.53,12299.56,38.5,20,0,0,0,35.18,35.19,-0.29,9.64,9.61,1.96,-4.75,-4.88,-16.32,-1.25,-0.56,-0.58,3.63,0.03,0.02,0.03,0.02,3.71,3.72,-6.21,-0.5
48805.7,0.009,0.381,1.019,0.91,-1.8,135.9,3724.88,56.8,0.57,0.57,6.01,6.47,5.85,6.16,-0.28,-0.34,-0.15,-0.31,-1.09,5.34,0.09,0.06,5.34,0.01,7.72,7.79,-2.14,-1.87,1.58,5722,92.34,93.26,15834.52,12385.68,38.67,1.58,5943.5,91.91,93.38,15773.61,12325.85,38.5,20,0,0,0,35.13,35.16,-0.31,9.61,9.59,2.35,-4.53,-4.67,-15.13,-1.35,-0.52,-0.5,3.25,0.03,0.03,0.04,0.02,4.72,4.76,-6.21,-0.64
